Gender,ClassYear,GPA,CreditsEarned,TransferCredits,APCredits
F,U4,3.83,92,0,24
F,U3,3.44,69,0,12
M,U4,2.76,66,32.6,36
F,U3,3.7,44,0,20
F,U3,3.08,62,0,0
F,U3,3.45,68,0,12
F,U2,3.9,36,0,20
F,U4,3.73,95,0,16
F,U2,3.07,41,0,4
F,U3,3.14,64,0,0
F,U4,3.33,97,0,16
M,U2,2.91,28,0,4
M,U3,2.28,64,0,0
F,U3,3.69,73,0,0
M,U2,3.84,34,0,0
M,U3,3.54,60,4.5,0
F,U4,3.19,92,0,4
F,U2,3.18,34,0,0
M,U3,2.61,56,6,0
F,U2,3.18,32,0,28
F,U4,3.32,88,36,0
F,U3,3.04,70,4,28
F,U4,3.82,100,0,4
M,U3,2.76,56,0,20
M,U3,2.71,28,48,0
F,U2,3.49,42,0,0
F,U2,3.34,32,0,0
M,U3,3.86,73,0,0
F,U2,2.96,32,0,0
F,U4,3.3,96,0,0
M,U3,3.67,65,0,20
M,U4,3.48,108,0,0
M,U4,3.82,96,0,28
F,U2,3.36,41,0,0
F,U2,3.29,36,0,0
F,U4,2.3,101,0,4
F,U4,3.67,109,0,20
M,U3,3.81,37,0,60
M,U4,2.95,106,6,0
F,U3,3.43,70,0,28
F,U4,3.76,98,0,4
M,U4,3.04,102.5,0,12
F,U3,3.59,32,7.8,0
F,U4,3.51,80,0,28
M,U2,2.23,37,0,4
F,U3,3.97,72,9,0
M,U3,3.87,68,0,8
F,U4,3.57,77,20,0
F,U3,2.99,67,0,8
M,U3,3.3,64,0,0
F,U4,3.15,89,0,16
F,U3,3.81,77,0,12
M,U4,3,65,0,24
F,U3,3.23,65,0,12
F,U2,3.46,32,0,12
F,U3,2.27,60,13,4
F,U2,3.64,32,0,32
F,U3,3.7,64,0,28
F,U3,3.74,64,3,20
F,U4,2.96,88,0,24
M,U4,3.67,112,0,16
F,U3,3.15,65,8,0
F,U4,2.93,93,6,0
M,U4,3.84,102,0,28
M,U3,3.34,61,0,8
F,U4,3.49,127,0,20
F,U3,2.56,34,27,0
M,U4,3.05,100,0,0
F,U4,3.67,112,0,0
M,U2,3.6,33,0,16
M,U2,3.09,32,0,32
M,U2,3.14,40,0,24
M,U3,2.47,60,0,0
M,U3,3.56,63,0,28
M,U2,3.36,32,8,0
F,U2,3.71,32,4,0
M,U4,2.14,62,32,16
F,U2,3.21,34,0,28
F,U3,3.4,120,0,0
M,U4,3.29,128,4,8
M,U4,2.64,90,0,28
F,U3,3.59,77,13.5,0
M,U4,3.25,124,0,0
M,U2,3.14,35,0,0
M,U2,3.29,29,8,0
M,U3,3.88,66,0,4
F,U2,3.46,32,0,0
F,U2,2.71,40,4,0
F,U2,2.82,34,0,0
M,U4,2.32,121,8,0
M,U4,3.76,126.5,0,0
F,U4,2.58,100,4,0
F,U3,2.74,58,4,4
F,U2,3.45,39,0,24
F,U3,3.26,72,8,0
F,U2,3.04,32,8,0
M,U4,2.88,88,8,0
F,U3,3.24,68,0,0
M,U4,2.54,122,0,0
F,U3,2.96,72,0,0
M,U4,3.31,109,0,0
F,U2,3.46,33,0,16
F,U3,2.71,52,0,0
M,U2,3.25,33,8,0
M,U2,3.24,37,0,28
M,U3,2.03,36,31,0
F,U2,3.5,42,0,8
M,U4,3.86,126,0,28
F,U3,3.13,76,3,0
F,U2,3.34,34,0,8
M,U3,3.15,92,0,0
M,U3,3.39,72,0,0
M,U2,2.38,28,0,0
F,U3,3.3,74,8,0
F,U2,3.73,28,8,0
F,U4,2.88,124,12,16
M,U4,3.3,56,41,0
M,U3,3.11,40,58,0
F,U3,2.81,75,0,8
F,U4,3.05,100,8,0
F,U3,2.91,72,0,16
F,U2,3.89,32,0,0
M,U3,3.08,70,4,0
M,U2,3.01,32,0,0
M,U2,2.21,30,0,20
M,U3,3.53,76,0,12
M,U4,2.62,98,0,0
F,U4,2.89,152,0,0
M,U2,2.54,31,0,28
M,U2,3,32,0,12
M,U2,2.81,29,0,4
F,U2,1.8,24,0,0
M,U2,3.06,30,0,8
M,U3,2.22,40,0,0
F,U4,3.3,96,0,0
F,U3,2.87,72,0,4
F,U3,3,34,6,16
M,U4,3.6,65,3,40
M,U2,3.3,32,0,28
F,U3,2.27,65,0,0
F,U3,3.88,100,3,20
M,U3,2.66,32,20,0
M,U3,2.42,32,29,0
F,U4,3.3,99,0,16
M,U4,3.48,96,0,12
M,U4,3.25,104,0,32
F,U3,2.92,106,0,0
M,U3,3.09,32,24,20
M,U3,2.06,52,8,0
M,U3,3.29,60,0,0
F,U2,3.31,42,0,0
M,U2,3.17,40,8,0
M,U3,2.32,62,0,8
F,U4,3.25,102,0,4
M,U4,3.86,106,0,0
F,U4,3.25,96,0,12
F,U3,3.32,65,0,16
F,U2,3.21,34,6,24
M,U2,2.66,32,0,0
M,U3,2.86,30,42,0
F,U3,3.4,70,0,20
F,U3,3.42,45,7,20
F,U2,2.61,28,0,0
F,U2,2.57,28,0,0
F,U2,3.74,40,0,0
M,U4,2.6,100,0,0
F,U2,3.16,32,0,0
F,U2,3.83,32,0,8
F,U2,3.14,32,0,4
M,U3,3.61,65,0,20
F,U4,3.33,101,0,12
F,U2,3.61,33,0,8
M,U4,3.61,51,40,8
M,U3,3.08,65,15,0
M,U2,3.24,33,0,28
F,U4,2.84,40,56,0
M,U4,2.22,116,0,28
F,U2,3.78,37,0,0
F,U4,3.39,96,0,12
F,U4,2.77,100,0,0
M,U2,2.71,32,0,0
F,U4,3.57,104,0,20
M,U4,3.48,104,0,52
M,U4,2.33,88,12,0
F,U4,3.14,100,0,0
M,U4,3.45,96,0,0
F,U3,3.54,60,0,12
M,U3,3.73,60,12,12
F,U3,3.22,66,0,12
F,U3,2.88,68,0,16
F,U3,3.15,34,31,0
F,U2,3.46,32,0,32
F,U2,3.32,33,0,16
F,U3,3.17,71,0,0
F,U3,3.24,28,27,0
F,U2,3.38,32,0,52
F,U2,3.46,35,0,20
M,U3,2.83,64,0,0
F,U3,2.74,32,28.7,0
F,U2,3.41,33,0,16
M,U2,2.34,29,0,4
F,U4,3.04,92,0,0
M,U3,3.24,35,0,32
M,U3,3.41,32,29,0
F,U3,3.8,33,0,32
M,U4,3.31,96,0,0
M,U4,3.29,101,0,12
M,U4,3.61,100,0,32
F,U4,3.59,94,0,28
F,U4,3.75,120,0,32
F,U2,2.64,32,0,16
F,U2,3.29,32,0,0
F,U2,2.66,33,0,0
F,U2,2.41,28,0,0
F,U4,3.33,66,16,12
F,U4,2.84,88,64,0
F,U2,2.93,32,0,8
M,U2,3.08,33,0,20
F,U2,3.14,36,0,16
F,U4,3.12,98,0,12
M,U4,2.71,96,4,16
F,U2,2.84,32,0,8
F,U2,3.09,34,0,16
M,U3,2.93,60,0,20
F,U2,3.74,36,0,0
F,U4,2.86,60,56,0
M,U3,3.54,32,0,44
F,U4,3.06,96,0,0
M,U4,3.89,32,65,12
F,U4,2.98,68,29,0
F,U2,2.57,29,0,0
F,U4,3.55,92,0,4
F,U2,3.44,40,0,4
F,U2,3.08,32,0,40
M,U2,3.68,32,0,0
F,U2,2.68,33,0,12
F,U3,3.94,76,12,60
F,U2,2.91,31,0,20
M,U2,3.19,44,0,0
F,U2,3.88,32,0,24
M,U2,2.14,24,0,20
F,U4,3.39,108,0,0
M,U3,3.25,25,3,32
F,U4,3.73,100,6,0
M,U2,2.63,28,8,12
F,U2,3.33,41,0,0
M,U2,2.96,27,0,0
M,U3,3.73,32,38,0
F,U2,3.54,32,0,0
F,U3,3.22,68,0,28
F,U4,2.77,80,0,16
F,U2,3.61,32,8,0
M,U4,3.33,73,0,12
M,U3,3.18,52,35,0
F,U3,3.55,76,0,4
M,U2,2.89,37,0,0
M,U3,3.6,84,8,0
F,U2,3.56,41,8,0
F,U2,3.76,34,0,4
F,U4,3.83,72,0,0
M,U2,2.67,28,0,8
M,U2,3.6,41,0,16
M,U3,2.85,71,12,0
M,U2,3.49,33,8,20
M,U3,2.64,70,4,0
F,U2,3.18,32,0,0
M,U4,2.24,86,0,0
M,U2,2.84,41,0,32
M,U4,3.37,100,0,0
F,U4,3.4,88,0,16
M,U4,3.82,72,0,24
F,U4,3.1,105,3,0
M,U3,2.68,55,0,0
F,U4,2.87,100,16,0
F,U2,2.59,43,0,0
M,U2,3.98,52,0,0
M,U4,3.43,112,42,0
F,U3,2.99,61,4,0
M,U4,2.98,113,0,16
F,U2,3.25,32,0,20
M,U3,3.35,80,0,0
F,U2,3.23,48,0,0
M,U4,2.96,102,3,0
F,U2,2.29,29,8,0
M,U4,3.37,104,0,0
F,U2,3.79,32,0,28
F,U2,2.51,34,0,12
M,U3,2.81,56,0,0
M,U4,3.27,120,0,0
M,U2,2.04,36,0,0
M,U2,2.79,32,0,0
M,U2,2.61,30,8,0
F,U2,3.23,40,0,0
F,U2,3.59,42,8,8
M,U3,2.44,46,0,8
F,U3,3.21,63,4,8
F,U2,2.88,33,0,0
F,U2,2.76,28,0,4
M,U4,3.13,96,0,8
F,U4,3.5,106,0,16
M,U4,3.63,111,0,0
F,U4,3.67,115,0,28
F,U4,3.51,108,0,0
F,U2,2.74,32,8,0
M,U3,2.86,56,8,4
M,U2,3.97,35,0,28
M,U2,3.73,33,8,0
M,U3,2.37,57,0,0
M,U2,1.67,18,0,0
M,U3,3.17,60,0,4
M,U2,2.2,28,0,0
F,U2,3.41,30,0,16
M,U3,3.25,69,0,8
F,U2,3.64,36,0,0
F,U2,3.73,36,0,12
M,U4,3.21,40,22,0
F,U4,3.19,88,8,0
F,U4,3.27,104,0,0
M,U2,3.41,49,0,0
M,U3,3.1,62,0,0
M,U2,3.04,32,0,16
M,U4,2.87,152,0,0
F,U2,3.4,16,8,0
M,U4,2.48,86,12,0
M,U2,3.05,30,4,24
M,U4,3.61,106,0,0
F,U3,2.08,28,0,0
M,U3,3.67,68,0,0
F,U2,3.25,41,0,0
F,U3,3.97,73,0,16
M,U3,2.46,64,0,0
M,U3,2.88,71,0,0
M,U3,2.53,59,0,4
M,U3,3.15,66,0,12
F,U2,2.68,35,0,0
F,U3,3.09,65,0,0
F,U3,3.59,72,0,0
F,U2,3.63,36,0,16
M,U2,2.96,32,0,0
F,U4,3.06,96,0,12
M,U3,2.59,65,0,0
F,U4,2.61,135,0,0
M,U2,2.55,28,0,16
M,U4,3.87,100,0,24
F,U3,3.19,64,0,8
F,U4,3.86,68,5.2,24
F,U3,2.65,68,0,0
F,U3,3.39,62,0,24
M,U4,2.99,94,0,0
F,U3,3.23,87,0,0
M,U4,3.41,95,0,16
M,U2,3.22,36,8,4
F,U2,3.38,32,0,16
F,U4,2.78,96,0,16
M,U3,2.51,64,0,8
F,U3,3.35,64,0,0
F,U2,3.25,32,0,0
M,U4,3.34,68,9,16
F,U4,3.64,68,0,32
F,U2,3.8,33,0,0
M,U4,3.55,112,0,0
M,U3,2.63,72,0,0
F,U3,3.09,66,0,0
M,U3,2.37,53,15,16
M,U3,2.82,44,0,0
F,U3,2.77,12,46,0
M,U4,2.74,89,0,16
F,U3,3.56,78,0,0
M,U3,1.91,48,0,16
F,U4,3.98,106,0,40
M,U4,2.78,124,60,4
F,U4,3.22,105,8,28
F,U2,3.73,32,0,16
F,U4,3.56,105,0,8
M,U3,3.26,80,0,0
M,U4,3.82,64,0,40
F,U2,3.43,36,0,12
F,U3,2.86,77,8,0
M,U4,3.5,108,0,24
F,U3,3.46,72,0,0
F,U2,2.65,32,0,16
F,U2,3.11,36,0,12
M,U2,2.84,33,0,12
M,U3,3.25,60,0,24
M,U4,3.55,122,0,8
F,U4,3.11,78,8,8
M,U2,2.04,28,8,0
F,U2,2.97,42,0,16
F,U4,3.94,70,3,28
M,U3,2.86,64,0,0
F,U4,3.07,72,0,0
M,U4,3.43,88,0,0
F,U4,3.05,88,3,28
F,U3,3.48,61,0,0
M,U2,3.25,32,0,28
M,U2,3.65,33,0,8
F,U4,2.92,90,0,0
F,U2,3.7,32,4,0
M,U4,3.81,99,0,28
F,U4,3.78,96,0,36
M,U2,3.48,32,0,4
F,U4,3.47,100,3,4
M,U4,3.5,102,0,0
M,U4,3.33,99,2.5,12
F,U2,2.42,48,0,4
M,U4,2.99,100,0,28
M,U3,3.49,71,0,0
F,U4,3.77,107,0,24
F,U3,3.02,73,0,12
M,U2,2.78,24,8,28
F,U3,2.85,60,8,0
F,U2,3.76,33,0,12
M,U2,2.44,22,8,0
M,U4,3.8,104,6,20
F,U2,2.54,44,0,0
F,U4,2.65,96,0,0
F,U3,2.71,70,0,8
F,U4,3.07,115,12,0
F,U2,3.5,16,3,0
M,U4,2.51,84,0,0
F,U2,3.45,32,0,0
F,U3,2.56,61,0,0
F,U4,3.76,127.5,0,16
F,U4,3.17,106,14,0
M,U4,3.86,96,6,0
M,U4,2.18,84,0,0
M,U4,2.9,92,6,0
M,U4,2.79,120,0,4
M,U4,3.12,106,0,4
M,U2,3.81,28,8,20
M,U2,3.55,34,0,20
F,U3,2.9,36,30,0
F,U3,3.23,72,0,0
F,U4,2.9,112,0,0
F,U2,3.71,31,0,24
F,U4,3.29,100,14,16
M,U2,3.24,32,0,0
M,U4,3.53,104,0,12
M,U2,3.16,29,35,0
F,U2,3.76,32,0,0
F,U4,3.77,108,0,0
F,U3,2.25,56,12,0
F,U4,2.38,88,8,0
M,U4,3.67,99,0,16
F,U2,3.33,36,0,0
M,U4,3.32,72,4,48
F,U3,3.88,96,0,16
F,U4,3.65,110,0,24
M,U3,3.76,32,0,32
F,U2,3.71,28,0,20
F,U3,1.72,44,0,0
F,U2,3.63,33,0,0
F,U2,3.63,32,0,0
M,U2,3.29,35,0,0
F,U2,3.68,33,8,0
F,U2,2.88,32,0,4
M,U2,2.83,35,8,0
M,U4,3.72,118,8,0
F,U2,2.68,30,0,0
F,U4,2.91,80,0,8
M,U4,2.55,106,0,24
M,U2,2.86,34,0,0
F,U3,3.5,41,13.5,0
M,U2,2.58,32,0,0
M,U4,3.78,96,0,0
M,U2,3.13,32,8,8
F,U2,3.56,36,0,0
M,U3,2.32,64,0,4
F,U2,3.4,38,0,20
M,U2,3.76,32,0,20
M,U4,1.56,55,0,0
F,U4,2.88,97,0,0
F,U2,3.74,36,0,36
F,U2,3.33,30,0,20
M,U4,3.1,116,0,0
F,U2,2.54,32,0,0
F,U4,3,89,0,4
F,U3,3.73,32,0,24
M,U2,3.13,40,0,0
M,U2,2.82,50,0,0
F,U4,3.51,107,6,0
F,U2,3.54,37,0,0
M,U2,3.85,43,0,36
M,U3,2.99,60,9,0
M,U4,3.9,151,0,16
F,U2,3.24,28,8,0
F,U2,2.26,28,0,0
F,U3,3.47,86,0,36
F,U2,3.21,28,0,0
M,U3,3.33,64,0,0
F,U2,2.85,40,0,0
M,U4,2.31,84,10,0
F,U3,3.16,74,0,0
M,U2,2.53,41,0,0
M,U3,3.11,84,0,0
F,U3,3.37,70,0,0
M,U2,3.33,28,0,0
M,U2,2.75,29,0,40
M,U3,2.52,68,0,0
F,U2,3.55,32,4,4
M,U4,3.34,127,0,20
F,U2,2.59,32,0,0
F,U2,2.45,26,0,0
F,U4,2.07,101,0,0
F,U2,3.5,32,8,0
F,U4,2.96,104,0,16
F,U4,3.73,108,0,0
M,U4,3.36,104,0,20
M,U4,3.29,112,0,8
F,U3,3.72,20,26,0
M,U2,3.37,34,8,4
M,U4,3.59,120,0,44
M,U3,3.03,77,0,12
F,U2,3.36,32,0,16
M,U2,2.97,28,0,12
M,U2,3.39,28,0,24
M,U4,2.98,96,0,12
F,U2,2.14,28,0,0
F,U3,3.36,64,0,4
F,U2,3.05,24,0,0
F,U2,3.12,25,0,0
F,U4,3.35,99,0,12
F,U3,3.32,87,0,0
M,U2,3.44,40,0,20
M,U3,3.16,36,8,28
M,U2,2.72,38,0,0
M,U4,2.97,96,6,0
M,U2,2.92,49,0,0
M,U3,2.91,60,0,12
F,U3,3.65,60,0,0
M,U3,1.98,56,0,0
F,U4,3.3,90,0,0
F,U2,2.61,32,6,0
F,U2,3.85,32,0,24
F,U2,3.43,33,0,12
F,U2,2.35,34,8,0
M,U3,3.18,24,28,0
M,U3,3.19,83,0,0
F,U2,3.85,16,12,0
F,U4,3.5,96,32,28
M,U4,2.19,76,0,0
